trial,num_pubs,num_subs,brake_limit,sub_id,sub_lat,sub_lon,sub_broker,optimal_pub_id,optimal_dist,received,received_pub_id,received_dist,stretch,recall
4,20,50,1,28,-81.1738,-3.43155,1,8,14.8368,1,8,14.8368,1,1
4,20,50,1,29,-74.566,82.7513,2,17,14.2778,1,17,14.2778,1,1
4,20,50,1,30,-4.59785,10.8518,1,12,21.5834,1,12,21.5834,1,1
4,20,50,1,31,-85.4635,104.547,2,11,7.24121,1,11,7.24121,1,1
4,20,50,1,32,66.4645,47.8342,2,16,5.95669,1,16,5.95669,1,1
4,20,50,1,33,3.57983,2.38773,1,12,10.1634,1,12,10.1634,1,1
4,20,50,1,34,-52.5603,104.062,2,17,28.2215,1,17,28.2215,1,1
4,20,50,1,35,68.2691,-148.644,1,2,11.7145,1,2,11.7145,1,1
4,20,50,1,36,-88.2113,-40.1105,1,11,18.9338,1,8,21.2447,1.12205,0
4,20,50,1,37,-87.6748,-97.3799,1,11,24.7967,1,8,26.0301,1.04974,0
4,20,50,1,38,85.3997,20.3075,2,5,24.6243,1,16,25.5743,1.03858,0
4,20,50,1,39,79.599,-143.191,1,2,22.8592,1,2,22.8592,1,1
4,20,50,1,40,36.2709,-34.8498,1,0,10.4889,1,0,10.4889,1,1
4,20,50,1,41,-46.5115,1.76498,1,14,9.26251,1,14,9.26251,1,1
4,20,50,1,42,15.5557,-97.1635,1,1,21.5111,1,1,21.5111,1,1
4,20,50,1,43,15.9529,48.7639,2,7,34.0532,1,7,34.0532,1,1
4,20,50,1,44,39.7025,62.7738,2,16,24.2692,1,16,24.2692,1,1
4,20,50,1,45,-24.2424,-109.791,1,1,37.1348,1,1,37.1348,1,1
4,20,50,1,46,-53.1872,-39.4117,1,8,16.3647,1,8,16.3647,1,1
4,20,50,1,47,87.3781,-153.445,1,2,30.7701,1,2,30.7701,1,1
4,20,50,1,48,-85.7888,1.9158,1,11,17.7736,1,8,19.3646,1.08952,0
4,20,50,1,49,14.4712,-96.698,1,1,21.8434,1,1,21.8434,1,1
