trial,num_pubs,num_subs,brake_limit,sub_id,sub_lat,sub_lon,optimal_pub_id,optimal_dist,received_pub_id,received_dist,stretch,recall,num_received
0,100,200,4,0,62.9269,124.506,80,9.95505,80,9.95505,1,1,6
0,100,200,4,1,-62.5476,159.979,88,6.64041,88,6.64041,1,1,6
0,100,200,4,2,0.125473,52.7951,56,10.8757,56,10.8757,1,1,8
0,100,200,4,3,72.7774,43.3494,43,6.37266,43,6.37266,1,1,8
0,100,200,4,4,20.0535,-71.8794,91,17.6197,91,17.6197,1,1,8
0,100,200,4,5,53.4475,-75.7333,48,4.33507,48,4.33507,1,1,6
0,100,200,4,6,53.7604,1.68779,40,6.84467,40,6.84467,1,1,5
0,100,200,4,7,17.9674,148.965,3,18.0828,3,18.0828,1,1,3
0,100,200,4,8,-26.3282,-150.943,6,18.3986,6,18.3986,1,1,4
0,100,200,4,9,31.506,-69.0508,91,5.92016,91,5.92016,1,1,4
0,100,200,4,10,-74.1682,-31.2636,0,11.3322,0,11.3322,1,1,1
0,100,200,4,11,-68.3466,136.586,92,4.05855,92,4.05855,1,1,5
0,100,200,4,12,5.48862,-78.6323,47,26.1882,47,26.1882,1,1,7
0,100,200,4,13,20.5237,43.0693,76,3.36721,76,3.36721,1,1,7
0,100,200,4,14,-43.8054,29.5798,37,7.02841,37,7.02841,1,1,4
0,100,200,4,15,-78.0407,-141.757,0,13.9175,0,13.9175,1,1,1
0,100,200,4,16,-12.9572,-101.177,70,14.4005,70,14.4005,1,1,7
0,100,200,4,17,-80.889,154.337,98,7.82924,98,7.82924,1,1,5
0,100,200,4,18,65.8092,163.777,16,8.74737,16,8.74737,1,1,4
0,100,200,4,19,8.84301,-8.27457,67,8.95633,67,8.95633,1,1,4
0,100,200,4,20,-44.0513,-55.419,68,12.5364,68,12.5364,1,1,4
0,100,200,4,21,47.996,-160.582,96,15.2676,96,15.2676,1,1,8
0,100,200,4,22,63.1344,-48.0732,20,11.5457,20,11.5457,1,1,4
0,100,200,4,23,84.1916,-106.387,10,2.55829,10,2.55829,1,1,3
