seed,trial,trial_seed,num_pubs,num_subs,brake_limit,encrypted,sub_id,sub_lat,sub_lon,optimal_pub_id,optimal_dist,received_pub_id,received_dist,stretch,recall,num_received,latency_ms,latency_per_pub_ms
42,0,42,10,50,1,0,0,86.7168,-101.214,1,63.6232,1,63.6232,1,1,2,155.808,144.45
42,0,42,10,50,1,0,1,-8.20873,6.71545,1,54.2738,1,54.2738,1,1,2,155.809,144.451
42,0,42,10,50,1,0,2,13.2915,19.8832,1,48.5146,1,48.5146,1,1,2,155.809,144.451
42,0,42,10,50,1,0,3,41.1383,46.3946,9,47.2368,1,59.1614,1.25244,0,2,155.81,144.452
42,0,42,10,50,1,0,4,53.3031,30.1377,1,45.9897,1,45.9897,1,1,2,155.811,144.453
42,0,42,10,50,1,0,5,-40.542,118.655,5,25.3886,5,25.3886,1,1,3,156.07,78.9418
42,0,42,10,50,1,0,6,74.4624,167.545,3,55.2627,3,55.2627,1,1,3,156.071,103.674
42,0,42,10,50,1,0,7,-44.6247,-136.82,6,12.6427,0,51.2201,4.05137,0,1,155.764,155.721
42,0,42,10,50,1,0,8,-51.2045,139.912,7,29.7058,5,44.2124,1.48834,0,3,156.072,78.9435
42,0,42,10,50,1,0,9,87.0422,6.18704,1,55.3077,1,55.3077,1,1,2,155.813,144.455
42,0,42,10,50,1,0,10,74.4421,-54.5183,1,43.0174,1,43.0174,1,1,2,155.814,144.456
42,0,42,10,50,1,0,11,-39.1379,-96.6861,2,14.5086,0,47.9151,3.30253,0,1,155.768,155.725
42,0,42,10,50,1,0,12,-2.82805,-39.8475,1,38.8805,1,38.8805,1,1,2,155.815,144.457
42,0,42,10,50,1,0,13,88.5778,23.7459,1,59.6157,1,59.6157,1,1,2,155.815,144.458
42,0,42,10,50,1,0,14,79.2484,20.4303,1,52.1558,1,52.1558,1,1,2,155.816,144.458
42,0,42,10,50,1,0,15,-34.3383,151.93,5,50.1833,5,50.1833,1,1,3,156.072,78.9442
42,0,42,10,50,1,0,16,49.6081,94.9059,3,38.0901,3,38.0901,1,1,3,156.073,103.676
42,0,42,10,50,1,0,17,-10.6771,-54.2007,1,51.8334,1,51.8334,1,1,2,156.044,144.686
42,0,42,10,50,1,0,18,-32.6055,-119.078,6,10.151,0,59.6985,5.88106,0,1,155.774,155.731
42,0,42,10,50,1,0,19,86.097,-138.605,1,75.5449,1,75.5449,1,1,2,156.045,144.687
42,0,42,10,50,1,0,20,45.5301,-88.8902,1,48.0966,1,48.0966,1,1,2,156.046,144.688
42,0,42,10,50,1,0,21,80.0252,59.985,1,66.0299,1,66.0299,1,1,2,156.047,144.689
42,0,42,10,50,1,0,22,-50.6727,-109.199,2,12.1101,0,38.096,3.1458,0,1,155.777,155.734
42,0,42,10,50,1,0,23,51.5826,-23.7544,1,17.5334,1,17.5334,1,1,2,156.047,144.689
42,0,42,10,50,1,0,24,-74.6437,97.2496,7,3.98853,0,30.8408,7.73238,0,1,155.779,155.736
42,0,42,10,50,1,0,25,81.2163,179.597,3,63.7995,3,63.7995,1,1,3,156.074,103.676
42,0,42,10,50,1,0,26,-68.6344,-95.8432,2,16.0226,0,17.3945,1.08563,0,1,155.78,155.738
42,0,42,10,50,1,0,27,-48.5447,37.0752,8,28.1695,5,52.9213,1.87868,0,2,156.049,78.9205
42,0,42,10,50,1,0,28,22.1547,-99.9337,6,63.1167,1,64.6133,1.02371,0,2,156.049,144.691
42,0,42,10,50,1,0,29,-59.5895,22.806,8,15.8025,0,35.8414,2.26808,0,1,155.783,155.74
42,0,42,10,50,1,0,30,50.2483,-7.85559,1,21.7697,1,21.7697,1,1,2,156.05,144.692
42,0,42,10,50,1,0,31,-2.63178,19.7129,1,58.8516,1,58.8516,1,1,2,156.051,144.693
42,0,42,10,50,1,0,32,-46.4749,153.382,7,39.3912,5,52.111,1.32291,0,3,156.074,78.9461
42,0,42,10,50,1,0,33,72.7561,21.8393,1,48.4955,1,48.4955,1,1,2,156.052,144.695
42,0,42,10,50,1,0,34,-72.8476,137.706,7,13.8426,0,41.4795,2.99651,0,1,155.787,155.744
42,0,42,10,50,1,0,35,31.6172,125.365,3,8.56684,3,8.56684,1,1,3,156.075,103.678
42,0,42,10,50,1,0,36,-65.592,43.2849,8,12.8027,0,33.0179,2.57898,0,1,155.789,155.746
42,0,42,10,50,1,0,37,2.67494,-52.5295,1,39.3245,1,39.3245,1,1,2,156.054,144.696
42,0,42,10,50,1,0,38,57.0429,-71.4849,1,37.9961,1,37.9961,1,1,2,156.055,144.697
42,0,42,10,50,1,0,39,51.8581,144.798,3,29.3807,3,29.3807,1,1,3,156.076,103.678
42,0,42,10,50,1,0,40,-77.1177,86.1488,7,6.67941,0,25.1564,3.76626,0,1,155.792,155.749
42,0,42,10,50,1,0,41,72.1976,-111.504,1,62.7406,1,62.7406,1,1,2,156.056,144.698
42,0,42,10,50,1,0,42,85.1528,-132.694,1,73.3081,1,73.3081,1,1,2,156.057,144.699
42,0,42,10,50,1,0,43,52.7855,34.615,1,48.9328,1,48.9328,1,1,2,156.058,144.7
42,0,42,10,50,1,0,44,-26.3139,166.392,3,62.0433,3,62.0433,1,1,2,156.058,103.661
42,0,42,10,50,1,0,45,-61.2895,-132.131,2,24.4182,0,31.0287,1.27072,0,1,155.796,155.753
42,0,42,10,50,1,0,46,-10.7317,52.1574,9,41.8912,5,43.5369,1.03929,0,4,156.09,78.9617
42,0,42,10,50,1,0,47,33.7908,65.5869,9,30.0376,3,57.7638,1.92305,0,3,156.077,103.68
42,0,42,10,50,1,0,48,12.7698,33.0939,9,53.2644,1,59.9282,1.12511,0,2,156.06,144.702
42,0,42,10,50,1,0,49,-46.2869,59.8444,7,30.2504,5,36.4974,1.20651,0,2,156.061,78.9328
42,1,43,10,50,1,0,0,-81.2576,8.15625,7,17.9095,0,89.4261,4.99323,0,1,137.524,137.502
42,1,43,10,50,1,0,1,-61.9798,137.927,2,14.1322,1,74.1882,5.24957,0,2,137.578,127.202
42,1,43,10,50,1,0,2,-35.5547,-168.047,3,55.0813,0,68.4713,1.2431,0,1,137.527,137.505
42,1,43,10,50,1,0,3,-12.52,116.147,1,30.5435,1,30.5435,1,1,2,137.58,127.204
42,1,43,10,50,1,0,4,69.7657,139.799,5,5.45736,1,83.3746,15.2775,0,2,137.58,127.204
42,1,43,10,50,1,0,5,69.8343,-79.2949,8,23.494,6,36.1006,1.53659,0,2,137.581,52.0357
42,1,43,10,50,1,0,6,-66.621,-43.2769,7,42.8264,0,59.6023,1.39172,0,1,137.531,137.509
42,1,43,10,50,1,0,7,-85.9185,-83.312,7,32.4873,0,66.7665,2.05516,0,1,137.532,137.51
42,1,43,10,50,1,0,8,-27.2091,7.42296,4,56.1263,4,56.1263,1,1,3,137.609,92.0357
42,1,43,10,50,1,0,9,-13.4045,163.284,9,34.1051,1,76.1287,2.23218,0,2,137.583,127.207
42,1,43,10,50,1,0,10,-66.4982,-72.637,0,49.3963,0,49.3963,1,1,1,137.536,137.514
42,1,43,10,50,1,0,11,68.006,126.007,5,10.2474,1,76.5909,7.47415,0,2,137.584,127.208
42,1,43,10,50,1,0,12,-2.89001,170.066,9,46.6649,1,82.5608,1.76923,0,2,137.584,127.209
42,1,43,10,50,1,0,13,12.6836,-91.6352,0,32.1274,0,32.1274,1,1,1,137.539,137.516
42,1,43,10,50,1,0,14,-39.053,118.175,9,20.8216,1,47.3568,2.27441,0,2,137.585,127.209
42,1,43,10,50,1,0,15,-63.201,-60.6212,0,50.1043,0,50.1043,1,1,1,137.541,137.518
42,1,43,10,50,1,0,16,-26.8341,-70.3615,0,22.1381,0,22.1381,1,1,1,137.542,137.519
42,1,43,10,50,1,0,17,-51.347,55.2223,7,24.3875,1,57.6281,2.36302,0,2,137.586,127.21
42,1,43,10,50,1,0,18,-29.2045,52.266,1,43.8277,1,43.8277,1,1,2,137.587,127.211
42,1,43,10,50,1,0,19,-4.31524,-98.8775,0,16.1423,0,16.1423,1,1,1,137.545,137.522
42,1,43,10,50,1,0,20,6.03239,-48.9619,8,44.4925,0,50.6365,1.13809,0,1,137.546,137.523
42,1,43,10,50,1,0,21,0.913773,58.8228,4,26.0979,4,26.0979,1,1,3,137.61,92.0364
42,1,43,10,50,1,0,22,43.8806,9.99059,4,35.5646,4,35.5646,1,1,3,137.611,92.0372
42,1,43,10,50,1,0,23,77.7554,-146.657,6,42.0447,6,42.0447,1,1,2,137.589,52.0439
42,1,43,10,50,1,0,24,-81.2932,-51.2982,7,30.2625,0,67.3685,2.22613,0,1,137.549,137.527
42,1,43,10,50,1,0,25,-81.6865,-115.583,7,43.638,0,63.8994,1.46431,0,1,137.55,137.528
42,1,43,10,50,1,0,26,28.0324,152.639,5,39.0537,1,69.9638,1.79148,0,2,137.59,127.214
42,1,43,10,50,1,0,27,-84.7881,-129.715,7,42.0172,0,69.1477,1.6457,0,1,137.552,137.53
42,1,43,10,50,1,0,28,71.3527,35.791,5,41.7071,4,52.5697,1.26045,0,3,137.611,92.0379
42,1,43,10,50,1,0,29,-20.6753,-115.401,0,21.0434,0,21.0434,1,1,1,137.554,137.531
42,1,43,10,50,1,0,30,-13.0168,12.2475,4,41.961,4,41.961,1,1,3,137.612,92.0386
42,1,43,10,50,1,0,31,1.98907,100.298,1,13.2986,1,13.2986,1,1,2,137.592,127.216
42,1,43,10,50,1,0,32,60.943,81.2841,5,31.8998,4,52.8716,1.65743,0,3,137.613,92.0394
42,1,43,10,50,1,0,33,-12.2398,-116.523,3,13.7456,0,23.7036,1.72445,0,1,137.557,137.535
42,1,43,10,50,1,0,34,-23.2249,146.89,9,20.4178,1,61.9982,3.03647,0,2,137.594,127.218
42,1,43,10,50,1,0,35,-17.7003,145.615,9,25.8977,1,59.5966,2.30124,0,2,137.594,127.219
42,1,43,10,50,1,0,36,-41.0359,146.427,9,2.70783,1,67.7173,25.0079,0,2,137.595,127.219
42,1,43,10,50,1,0,37,12.2189,-174.311,3,52.0865,6,61.433,1.17944,0,2,137.596,52.0507
42,1,43,10,50,1,0,38,-11.7912,-0.0515137,4,50.037,4,50.037,1,1,3,137.614,92.0401
42,1,43,10,50,1,0,39,-70.4838,-6.16891,7,26.9308,0,79.9272,2.96787,0,1,137.562,137.539
42,1,43,10,50,1,0,40,64.3251,-124.341,6,25.7667,6,25.7667,1,1,2,137.598,52.0524
42,1,43,10,50,1,0,41,29.1241,4.71494,4,33.4701,4,33.4701,1,1,3,137.614,92.0408
42,1,43,10,50,1,0,42,-75.8509,68.672,7,4.06611,1,75.8108,18.6446,0,2,137.599,127.223
42,1,43,10,50,1,0,43,27.4998,171.004,5,41.4815,1,86.4023,2.08291,0,2,137.6,127.224
42,1,43,10,50,1,0,44,-37.7685,-166.351,3,55.1278,0,66.9365,1.21421,0,1,137.566,137.544
42,1,43,10,50,1,0,45,-62.1985,78.4294,7,10.7801,1,61.2083,5.67791,0,2,137.6,127.225
42,1,43,10,50,1,0,46,12.9483,59.581,4,20.1205,4,20.1205,1,1,3,137.615,92.0416
42,1,43,10,50,1,0,47,-0.636185,-32.2175,8,58.034,0,62.769,1.08159,0,1,137.569,137.547
42,1,43,10,50,1,0,48,-19.5674,154.248,9,25.2259,1,68.1149,2.7002,0,2,137.602,127.226
42,1,43,10,50,1,0,49,15.6297,94.4153,1,18.4435,1,18.4435,1,1,2,137.603,127.227
42,2,44,10,50,1,0,0,-68.9146,-64.3487,2,16.2565,2,16.2565,1,1,3,572.83,541.612
42,2,44,10,50,1,0,1,64.522,90.0977,0,27.8968,0,27.8968,1,1,1,572.695,572.678
42,2,44,10,50,1,0,2,-85.4848,4.38132,2,19.8528,2,19.8528,1,1,2,572.742,541.524
42,2,44,10,50,1,0,3,-65.5038,3.4384,6,32.0849,2,39.0668,1.21761,0,2,572.743,541.524
42,2,44,10,50,1,0,4,86.2687,-108.731,1,37.794,1,37.794,1,1,2,572.743,562.212
42,2,44,10,50,1,0,5,88.8392,82.4427,3,30.7836,0,45.1273,1.46595,0,1,572.698,572.681
42,2,44,10,50,1,0,6,63.4645,102.908,3,26.3449,0,33.2598,1.26248,0,1,572.699,572.682
42,2,44,10,50,1,0,7,52.3669,153.129,3,12.9894,0,64.8065,4.9892,0,1,572.7,572.683
42,2,44,10,50,1,0,8,85.1912,53.4013,3,35.5116,0,40.2498,1.13343,0,1,572.701,572.684
42,2,44,10,50,1,0,9,67.943,-42.9234,1,58.9364,1,58.9364,1,1,2,572.744,562.212
42,2,44,10,50,1,0,10,61.3555,-86.4684,1,39.7878,1,39.7878,1,1,2,572.745,562.213
42,2,44,10,50,1,0,11,83.4998,165.194,3,19.178,0,61.2719,3.19491,0,1,572.704,572.686
42,2,44,10,50,1,0,12,89.5522,16.8438,3,41.5047,0,47.0574,1.13378,0,1,572.705,572.687
42,2,44,10,50,1,0,13,-65.6292,-21.2969,2,31.3954,2,31.3954,1,1,2,572.745,541.527
42,2,44,10,50,1,0,14,-68.7368,29.489,6,20.3292,2,42.7383,2.10232,0,2,572.746,541.527
42,2,44,10,50,1,0,15,1.12473,-95.3028,4,23.42,1,75.8302,3.23783,0,2,572.747,562.215
42,2,44,10,50,1,0,16,72.5701,-48.7066,1,53.9982,1,53.9982,1,1,2,572.747,562.216
42,2,44,10,50,1,0,17,87.3975,154.171,3,23.1589,0,58.1808,2.51225,0,1,572.709,572.692
42,2,44,10,50,1,0,18,67.8373,-136.213,1,18.5923,1,18.5923,1,1,2,572.748,562.216
42,2,44,10,50,1,0,19,-11.1955,128.212,6,66.1899,0,89.2894,1.34899,0,1,572.711,572.694
42,2,44,10,50,1,0,20,-32.472,-24.7125,5,50.0475,5,50.0475,1,1,3,572.831,500.377
42,2,44,10,50,1,0,21,15.3274,-118.015,7,1.56177,1,49.7394,31.8481,0,2,572.804,562.273
42,2,44,10,50,1,0,22,-50.9023,-44.6115,2,39.6043,2,39.6043,1,1,2,572.807,541.589
42,2,44,10,50,1,0,23,-72.4428,-111.422,2,4.46654,2,4.46654,1,1,3,572.832,541.614
42,2,44,10,50,1,0,24,-85.6051,171,6,25.3579,2,43.9889,1.73472,0,2,572.809,541.59
42,2,44,10,50,1,0,25,12.8273,131.501,3,57.0081,0,73.7648,1.29394,0,1,572.715,572.698
42,2,44,10,50,1,0,26,-47.734,12.6542,5,30.1334,5,30.1334,1,1,3,572.833,500.379
42,2,44,10,50,1,0,27,58.3475,-96.3636,1,35.2326,1,35.2326,1,1,2,572.81,562.278
42,2,44,10,50,1,0,28,-75.251,165.437,6,25.5131,2,66.9106,2.6226,0,2,572.811,541.592
42,2,44,10,50,1,0,29,31.1698,-107.975,7,18.0232,1,42.7842,2.37384,0,2,572.811,562.28
