seed,trial,trial_seed,num_pubs,num_subs,brake_limit,sub_id,sub_lat,sub_lon,sub_broker,optimal_pub_id,optimal_dist,received,received_pub_id,received_dist,stretch,recall
42,0,42,20,50,4,0,74.4421,-54.5183,1,10,14.4598,1,10,14.4598,1,1
42,0,42,20,50,4,1,-39.1379,-96.6861,1,2,14.5086,1,2,14.5086,1,1
42,0,42,20,50,4,2,-2.82805,-39.8475,1,1,38.8805,1,1,38.8805,1,1
42,0,42,20,50,4,3,88.5778,23.7459,2,19,1.67586,1,13,48.4056,28.884,0
42,0,42,20,50,4,4,79.2484,20.4303,2,19,7.97704,1,13,40.2361,5.04399,0
42,0,42,20,50,4,5,-34.3383,151.93,2,18,19.0343,1,5,50.1833,2.63646,0
42,0,42,20,50,4,6,49.6081,94.9059,2,13,35.1152,1,13,35.1152,1,1
42,0,42,20,50,4,7,-10.6771,-54.2007,1,1,51.8334,1,1,51.8334,1,1
42,0,42,20,50,4,8,-32.6055,-119.078,1,6,10.151,1,6,10.151,1,1
42,0,42,20,50,4,9,86.097,-138.605,1,10,2.4239,1,10,2.4239,1,1
42,0,42,20,50,4,10,45.5301,-88.8902,1,10,41.4877,1,10,41.4877,1,1
42,0,42,20,50,4,11,80.0252,59.985,2,19,9.27065,1,13,39.4557,4.25598,0
42,0,42,20,50,4,12,-50.6727,-109.199,1,2,12.1101,1,2,12.1101,1,1
42,0,42,20,50,4,13,51.5826,-23.7544,1,1,17.5334,1,1,17.5334,1,1
42,0,42,20,50,4,14,-74.6437,97.2496,2,7,3.98853,1,7,3.98853,1,1
42,0,42,20,50,4,15,81.2163,179.597,2,16,7.21532,1,3,63.7995,8.84223,0
42,0,42,20,50,4,16,-68.6344,-95.8432,1,2,16.0226,1,2,16.0226,1,1
42,0,42,20,50,4,17,-48.5447,37.0752,2,8,28.1695,1,8,28.1695,1,1
42,0,42,20,50,4,18,22.1547,-99.9337,1,6,63.1167,1,6,63.1167,1,1
42,0,42,20,50,4,19,-59.5895,22.806,2,8,15.8025,1,8,15.8025,1,1
42,0,42,20,50,4,20,50.2483,-7.85559,1,1,21.7697,1,1,21.7697,1,1
42,0,42,20,50,4,21,-2.63178,19.7129,2,11,14.09,1,11,14.09,1,1
42,0,42,20,50,4,22,-46.4749,153.382,2,18,10.0486,1,7,39.3912,3.92005,0
42,0,42,20,50,4,23,72.7561,21.8393,2,19,14.5474,1,13,34.3373,2.36037,0
42,0,42,20,50,4,24,-72.8476,137.706,2,7,13.8426,1,7,13.8426,1,1
42,0,42,20,50,4,25,31.6172,125.365,2,3,8.56684,1,3,8.56684,1,1
42,0,42,20,50,4,26,-65.592,43.2849,2,8,12.8027,1,8,12.8027,1,1
42,0,42,20,50,4,27,2.67494,-52.5295,1,1,39.3245,1,1,39.3245,1,1
42,0,42,20,50,4,28,57.0429,-71.4849,1,10,31.081,1,10,31.081,1,1
42,0,42,20,50,4,29,51.8581,144.798,2,16,24.828,1,3,29.3807,1.18337,0
42,0,42,20,50,4,30,-77.1177,86.1488,2,7,6.67941,1,7,6.67941,1,1
42,0,42,20,50,4,31,72.1976,-111.504,1,10,14.6408,1,10,14.6408,1,1
42,0,42,20,50,4,32,85.1528,-132.694,1,10,2.72516,1,10,2.72516,1,1
42,0,42,20,50,4,33,52.7855,34.615,2,14,2.74103,1,13,14.1524,5.16317,0
42,0,42,20,50,4,34,-26.3139,166.392,2,18,32.3408,1,3,62.0433,1.91842,0
42,0,42,20,50,4,35,-61.2895,-132.131,1,17,16.9024,1,2,24.4182,1.44466,0
42,0,42,20,50,4,36,-10.7317,52.1574,2,12,40.2271,1,12,40.2271,1,1
42,0,42,20,50,4,37,33.7908,65.5869,2,13,16.9128,1,13,16.9128,1,1
42,0,42,20,50,4,38,12.7698,33.0939,2,12,12.8811,1,12,12.8811,1,1
42,0,42,20,50,4,39,-46.2869,59.8444,2,7,30.2504,1,7,30.2504,1,1
42,0,42,20,50,4,40,-4.60001,150.661,2,3,35.0725,1,3,35.0725,1,1
42,0,42,20,50,4,41,2.60466,39.6159,2,12,22.2743,1,12,22.2743,1,1
42,0,42,20,50,4,42,6.97273,-169.441,1,4,42.7024,1,4,42.7024,1,1
42,0,42,20,50,4,43,83.5432,-51.9687,1,10,5.2488,1,10,5.2488,1,1
42,0,42,20,50,4,44,-30.4628,90.8026,2,5,7.45916,1,5,7.45916,1,1
42,0,42,20,50,4,45,-43.5851,-35.161,1,2,37.6637,1,2,37.6637,1,1
42,0,42,20,50,4,46,-1.52432,-122.775,1,6,32.2659,1,6,32.2659,1,1
42,0,42,20,50,4,47,16.6675,-12.743,1,1,22.332,1,1,22.332,1,1
42,0,42,20,50,4,48,-37.7346,-41.094,1,2,37.5519,1,2,37.5519,1,1
42,0,42,20,50,4,49,-79.064,51.9029,2,8,8.34326,1,8,8.34326,1,1
42,1,43,20,50,4,0,-66.4982,-72.637,1,16,11.68,1,16,11.68,1,1
42,1,43,20,50,4,1,68.006,126.007,2,14,5.27079,1,14,5.27079,1,1
42,1,43,20,50,4,2,-2.89001,170.066,2,19,12.4753,1,9,46.6649,3.74058,0
42,1,43,20,50,4,3,12.6836,-91.6352,1,0,32.1274,1,0,32.1274,1,1
42,1,43,20,50,4,4,-39.053,118.175,2,9,20.8216,1,9,20.8216,1,1
42,1,43,20,50,4,5,-63.201,-60.6212,1,16,8.11073,1,16,8.11073,1,1
42,1,43,20,50,4,6,-26.8341,-70.3615,1,0,22.1381,1,0,22.1381,1,1
42,1,43,20,50,4,7,-51.347,55.2223,2,7,24.3875,1,7,24.3875,1,1
42,1,43,20,50,4,8,-29.2045,52.266,2,18,39.5681,1,1,43.8277,1.10765,0
42,1,43,20,50,4,9,-4.31524,-98.8775,1,0,16.1423,1,0,16.1423,1,1
42,1,43,20,50,4,10,6.03239,-48.9619,1,8,44.4925,1,8,44.4925,1,1
42,1,43,20,50,4,11,0.913773,58.8228,2,4,26.0979,1,4,26.0979,1,1
42,1,43,20,50,4,12,43.8806,9.99059,2,4,35.5646,1,4,35.5646,1,1
42,1,43,20,50,4,13,77.7554,-146.657,1,15,20.3999,1,15,20.3999,1,1
42,1,43,20,50,4,14,-81.2932,-51.2982,1,17,5.83988,1,10,9.01844,1.54428,0
42,1,43,20,50,4,15,-81.6865,-115.583,1,17,5.48147,1,10,18.3545,3.34847,0
42,1,43,20,50,4,16,28.0324,152.639,2,5,39.0537,1,5,39.0537,1,1
42,1,43,20,50,4,17,-84.7881,-129.715,1,17,3.92546,1,10,17.1158,4.36021,0
42,1,43,20,50,4,18,71.3527,35.791,2,14,34.6536,1,14,34.6536,1,1
42,1,43,20,50,4,19,-20.6753,-115.401,1,0,21.0434,1,0,21.0434,1,1
42,1,43,20,50,4,20,-13.0168,12.2475,2,18,14.8978,1,4,41.961,2.81659,0
42,1,43,20,50,4,21,1.98907,100.298,2,1,13.2986,1,1,13.2986,1,1
