seed,trial,trial_seed,num_pubs,num_subs,brake_limit,sub_id,sub_lat,sub_lon,sub_broker,optimal_pub_id,optimal_dist,received,received_pub_id,received_dist,stretch,recall
42,0,42,20,50,1,0,74.4421,-54.5183,1,10,14.4598,1,1,43.0174,2.97496,0
42,0,42,20,50,1,1,-39.1379,-96.6861,1,2,14.5086,1,0,47.9151,3.30253,0
42,0,42,20,50,1,2,-2.82805,-39.8475,1,1,38.8805,1,1,38.8805,1,1
42,0,42,20,50,1,3,88.5778,23.7459,2,19,1.67586,1,1,59.6157,35.5731,0
42,0,42,20,50,1,4,79.2484,20.4303,2,19,7.97704,1,1,52.1558,6.53825,0
42,0,42,20,50,1,5,-34.3383,151.93,2,18,19.0343,1,5,50.1833,2.63646,0
42,0,42,20,50,1,6,49.6081,94.9059,2,13,35.1152,1,3,38.0901,1.08472,0
42,0,42,20,50,1,7,-10.6771,-54.2007,1,1,51.8334,1,1,51.8334,1,1
42,0,42,20,50,1,8,-32.6055,-119.078,1,6,10.151,1,0,59.6985,5.88106,0
42,0,42,20,50,1,9,86.097,-138.605,1,10,2.4239,1,1,75.5449,31.1667,0
42,0,42,20,50,1,10,45.5301,-88.8902,1,10,41.4877,1,1,48.0966,1.1593,0
42,0,42,20,50,1,11,80.0252,59.985,2,19,9.27065,1,1,66.0299,7.12248,0
42,0,42,20,50,1,12,-50.6727,-109.199,1,2,12.1101,1,0,38.096,3.1458,0
42,0,42,20,50,1,13,51.5826,-23.7544,1,1,17.5334,1,1,17.5334,1,1
42,0,42,20,50,1,14,-74.6437,97.2496,2,7,3.98853,1,0,30.8408,7.73238,0
42,0,42,20,50,1,15,81.2163,179.597,2,16,7.21532,1,3,63.7995,8.84223,0
42,0,42,20,50,1,16,-68.6344,-95.8432,1,2,16.0226,1,0,17.3945,1.08563,0
42,0,42,20,50,1,17,-48.5447,37.0752,2,8,28.1695,1,5,52.9213,1.87868,0
42,0,42,20,50,1,18,22.1547,-99.9337,1,6,63.1167,1,1,64.6133,1.02371,0
42,0,42,20,50,1,19,-59.5895,22.806,2,8,15.8025,1,0,35.8414,2.26808,0
42,0,42,20,50,1,20,50.2483,-7.85559,1,1,21.7697,1,1,21.7697,1,1
42,0,42,20,50,1,21,-2.63178,19.7129,2,11,14.09,1,1,58.8516,4.17683,0
42,0,42,20,50,1,22,-46.4749,153.382,2,18,10.0486,1,5,52.111,5.18588,0
42,0,42,20,50,1,23,72.7561,21.8393,2,19,14.5474,1,1,48.4955,3.33362,0
42,0,42,20,50,1,24,-72.8476,137.706,2,7,13.8426,1,0,41.4795,2.99651,0
42,0,42,20,50,1,25,31.6172,125.365,2,3,8.56684,1,3,8.56684,1,1
42,0,42,20,50,1,26,-65.592,43.2849,2,8,12.8027,1,0,33.0179,2.57898,0
42,0,42,20,50,1,27,2.67494,-52.5295,1,1,39.3245,1,1,39.3245,1,1
42,0,42,20,50,1,28,57.0429,-71.4849,1,10,31.081,1,1,37.9961,1.22249,0
42,0,42,20,50,1,29,51.8581,144.798,2,16,24.828,1,3,29.3807,1.18337,0
42,0,42,20,50,1,30,-77.1177,86.1488,2,7,6.67941,1,0,25.1564,3.76626,0
42,0,42,20,50,1,31,72.1976,-111.504,1,10,14.6408,1,1,62.7406,4.28532,0
42,0,42,20,50,1,32,85.1528,-132.694,1,10,2.72516,1,1,73.3081,26.9004,0
42,0,42,20,50,1,33,52.7855,34.615,2,14,2.74103,1,1,48.9328,17.852,0
42,0,42,20,50,1,34,-26.3139,166.392,2,18,32.3408,1,3,62.0433,1.91842,0
42,0,42,20,50,1,35,-61.2895,-132.131,1,17,16.9024,1,0,31.0287,1.83576,0
42,0,42,20,50,1,36,-10.7317,52.1574,2,12,40.2271,1,5,43.5369,1.08228,0
42,0,42,20,50,1,37,33.7908,65.5869,2,13,16.9128,1,3,57.7638,3.41539,0
42,0,42,20,50,1,38,12.7698,33.0939,2,12,12.8811,1,1,59.9282,4.65241,0
42,0,42,20,50,1,39,-46.2869,59.8444,2,7,30.2504,1,5,36.4974,1.20651,0
42,0,42,20,50,1,40,-4.60001,150.661,2,3,35.0725,1,3,35.0725,1,1
42,0,42,20,50,1,41,2.60466,39.6159,2,12,22.2743,1,5,61.1583,2.74569,0
42,0,42,20,50,1,42,6.97273,-169.441,1,4,42.7024,1,0,124.28,2.91036,0
42,0,42,20,50,1,43,83.5432,-51.9687,1,10,5.2488,1,1,50.7712,9.67291,0
42,0,42,20,50,1,44,-30.4628,90.8026,2,5,7.45916,1,5,7.45916,1,1
42,0,42,20,50,1,45,-43.5851,-35.161,1,2,37.6637,1,0,41.9983,1.11509,0
42,0,42,20,50,1,46,-1.52432,-122.775,1,6,32.2659,1,0,94.0309,2.91425,0
42,0,42,20,50,1,47,16.6675,-12.743,1,1,22.332,1,1,22.332,1,1
42,0,42,20,50,1,48,-37.7346,-41.094,1,2,37.5519,1,0,47.2675,1.25873,0
42,0,42,20,50,1,49,-79.064,51.9029,2,8,8.34326,1,0,17.3891,2.08421,0
42,1,43,20,50,1,0,-66.4982,-72.637,1,16,11.68,1,0,49.3963,4.22915,0
42,1,43,20,50,1,1,68.006,126.007,2,14,5.27079,1,1,76.5909,14.5312,0
42,1,43,20,50,1,2,-2.89001,170.066,2,19,12.4753,1,1,82.5608,6.61793,0
42,1,43,20,50,1,3,12.6836,-91.6352,1,0,32.1274,1,0,32.1274,1,1
42,1,43,20,50,1,4,-39.053,118.175,2,9,20.8216,1,1,47.3568,2.27441,0
42,1,43,20,50,1,5,-63.201,-60.6212,1,16,8.11073,1,0,50.1043,6.17754,0
