seed,trial,trial_seed,num_pubs,num_subs,brake_limit,encrypted,sub_id,sub_lat,sub_lon,optimal_pub_id,optimal_dist,received_pub_id,received_dist,stretch,recall,num_received,latency_ms,latency_per_pub_ms
42,0,42,10,50,1000,0,0,86.7168,-101.214,1,63.6232,1,63.6232,1,1,2,145.005,126.481
42,0,42,10,50,1000,0,1,-8.20873,6.71545,1,54.2738,1,54.2738,1,1,2,145.007,126.483
42,0,42,10,50,1000,0,2,13.2915,19.8832,1,48.5146,1,48.5146,1,1,2,145.008,126.483
42,0,42,10,50,1000,0,3,41.1383,46.3946,9,47.2368,9,47.2368,1,1,3,145.296,11.6941
42,0,42,10,50,1000,0,4,53.3031,30.1377,1,45.9897,1,45.9897,1,1,2,145.01,126.485
42,0,42,10,50,1000,0,5,-40.542,118.655,5,25.3886,5,25.3886,1,1,3,145.298,79.0657
42,0,42,10,50,1000,0,6,74.4624,167.545,3,55.2627,3,55.2627,1,1,3,145.298,103.338
42,0,42,10,50,1000,0,7,-44.6247,-136.82,6,12.6427,6,12.6427,1,1,4,145.321,62.6405
42,0,42,10,50,1000,0,8,-51.2045,139.912,7,29.7058,7,29.7058,1,1,4,145.322,49.0206
42,0,42,10,50,1000,0,9,87.0422,6.18704,1,55.3077,1,55.3077,1,1,2,145.015,126.49
42,0,42,10,50,1000,0,10,74.4421,-54.5183,1,43.0174,1,43.0174,1,1,2,145.015,126.491
42,0,42,10,50,1000,0,11,-39.1379,-96.6861,2,14.5086,2,14.5086,1,1,2,145.016,113.908
42,0,42,10,50,1000,0,12,-2.82805,-39.8475,1,38.8805,1,38.8805,1,1,2,145.018,126.493
42,0,42,10,50,1000,0,13,88.5778,23.7459,1,59.6157,1,59.6157,1,1,2,145.019,126.494
42,0,42,10,50,1000,0,14,79.2484,20.4303,1,52.1558,1,52.1558,1,1,2,145.111,126.587
42,0,42,10,50,1000,0,15,-34.3383,151.93,5,50.1833,5,50.1833,1,1,3,145.301,79.0687
42,0,42,10,50,1000,0,16,49.6081,94.9059,3,38.0901,3,38.0901,1,1,3,145.302,103.342
42,0,42,10,50,1000,0,17,-10.6771,-54.2007,1,51.8334,1,51.8334,1,1,2,145.116,126.591
42,0,42,10,50,1000,0,18,-32.6055,-119.078,6,10.151,6,10.151,1,1,3,145.303,62.6219
42,0,42,10,50,1000,0,19,86.097,-138.605,1,75.5449,1,75.5449,1,1,2,145.118,126.593
42,0,42,10,50,1000,0,20,45.5301,-88.8902,1,48.0966,1,48.0966,1,1,2,145.118,126.594
42,0,42,10,50,1000,0,21,80.0252,59.985,1,66.0299,1,66.0299,1,1,2,145.257,126.732
42,0,42,10,50,1000,0,22,-50.6727,-109.199,2,12.1101,2,12.1101,1,1,2,145.259,114.151
42,0,42,10,50,1000,0,23,51.5826,-23.7544,1,17.5334,1,17.5334,1,1,2,145.26,126.735
42,0,42,10,50,1000,0,24,-74.6437,97.2496,7,3.98853,7,3.98853,1,1,2,145.26,48.9592
42,0,42,10,50,1000,0,25,81.2163,179.597,3,63.7995,3,63.7995,1,1,3,145.304,103.343
42,0,42,10,50,1000,0,26,-68.6344,-95.8432,2,16.0226,2,16.0226,1,1,2,145.262,114.154
42,0,42,10,50,1000,0,27,-48.5447,37.0752,8,28.1695,8,28.1695,1,1,4,145.323,22.3789
42,0,42,10,50,1000,0,28,22.1547,-99.9337,6,63.1167,6,63.1167,1,1,3,145.305,62.6245
42,0,42,10,50,1000,0,29,-59.5895,22.806,8,15.8025,8,15.8025,1,1,3,145.306,22.3619
42,0,42,10,50,1000,0,30,50.2483,-7.85559,1,21.7697,1,21.7697,1,1,2,145.265,126.741
42,0,42,10,50,1000,0,31,-2.63178,19.7129,1,58.8516,1,58.8516,1,1,2,145.266,126.741
42,0,42,10,50,1000,0,32,-46.4749,153.382,7,39.3912,7,39.3912,1,1,4,145.324,49.0225
42,0,42,10,50,1000,0,33,72.7561,21.8393,1,48.4955,1,48.4955,1,1,2,145.267,126.743
42,0,42,10,50,1000,0,34,-72.8476,137.706,7,13.8426,7,13.8426,1,1,2,145.268,48.967
42,0,42,10,50,1000,0,35,31.6172,125.365,3,8.56684,3,8.56684,1,1,3,145.308,103.347
42,0,42,10,50,1000,0,36,-65.592,43.2849,8,12.8027,8,12.8027,1,1,3,145.309,22.3648
42,0,42,10,50,1000,0,37,2.67494,-52.5295,1,39.3245,1,39.3245,1,1,2,145.272,126.747
42,0,42,10,50,1000,0,38,57.0429,-71.4849,1,37.9961,1,37.9961,1,1,2,145.273,126.748
